Surname,Firstname,NRS,Box number,Folder number,Full Name,Year appointed silk,Date of correspondence,file number,page number,Digital ID,Archives Investigator link,Digital ID url
Armstrong,John,NRS302_333,10/42918,[5],John Armstrong,1901,11 May 1905,5/7213,9,NRS302_333_a127_10_42918_[05]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[05]_00009
Armstrong,John,NRS302_333,10/42918,[2],John Armstrong,1901,09 Oct 1901,1/14806,1,NRS302_333_a127_10_42918_[02]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00001
Armstrong,John,NRS302_333,10/42918,[2],John Armstrong,1901,17 Aug 1901,1/14806,2,NRS302_333_a127_10_42918_[02]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00002
Armstrong,John,NRS302_333,10/42918,[2],John Armstrong,1901,30 Sep 1901,,3,NRS302_333_a127_10_42918_[02]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00003
Arnott,H.D.,NRS302_333,10/42917B,[39],H.D. Arnott,,06 Dec 1944,GAC.KD.44/4744.AGB,9,NRS302_333_a127_10_42917_[39]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00009
Arnott,H.D.,NRS302_333,10/42917B,[38],H.D. Arnott,,27 Oct 1943,GAC.WF.43/4149.AGB,48,NRS302_333_a127_10_42917_[38]_00048,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00048
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,06 Dec 1944,GAC.KD.44/4744.AGB,1,NRS302_333_a127_10_42917_[39]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00001
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,06 Dec 1944,GAC.KD.44/4744.AGB,2,NRS302_333_a127_10_42917_[39]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00002
Badham,Lennard Campbell,NRS302_333,10/42917B,[47],Lennard Campbell Badham,1944,21 Nov 1945,,13,NRS302_333_a127_10_42917_[47]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[47]_00013
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,30 Nov 1944,GAC.KD.44/4332.AGB,13,NRS302_333_a127_10_42917_[39]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00013
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,30 Nov 1944,GAC.KD.44/4332.AGB,16,NRS302_333_a127_10_42917_[39]_00016,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00016
Badham,Lennard Campbell,NRS302_333,10/42917B,[37],Lennard Campbell Badham,1944,29 Nov 1944,,3,NRS302_333_a127_10_42917_[37]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[37]_00003
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,29 Nov 1944,GAC.KD.44/4332.AGB,19,NRS302_333_a127_10_42917_[39]_00019,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00019
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,15 Nov 1944,GAC.KD.44/4332.AGB,20,NRS302_333_a127_10_42917_[39]_00020,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00020
Badham,Lennard Campbell,NRS302_333,10/42917B,[37],Lennard Campbell Badham,1944,29 Nov 1944,GAC.44/4332.AGB,4,NRS302_333_a127_10_42917_[37]_00004,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[37]_00004
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,09 Nov 1944,GAC.KD.44/4332.AGB,21,NRS302_333_a127_10_42917_[39]_00021,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00021
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,15 Nov 1944,GAC.KD.44/4332.AGB,22,NRS302_333_a127_10_42917_[39]_00022,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00022
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,01 Dec 1944,GAC.KD.44/4332.AGB,23,NRS302_333_a127_10_42917_[39]_00023,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00023
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,06 Nov 1944,GAC.KD.44/4332.AGB,,NRS302_333_a127_10_42917_[39]_00024a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00024a
Badham,Lennard Campbell,NRS302_333,10/42917B,[39],Lennard Campbell Badham,1944,09 Nov 1944,GAC.KD.44/4332.AGB,,NRS302_333_a127_10_42917_[39]_00024b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00024b
Badham,Lennard Campbell,NRS302_333,10/42917B,[42],Lennard Campbell Badham,1944,01 Nov 1946,,19,NRS302_333_a127_10_42917_[42]_00019,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[42]_00019
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,03 Sep 1946,46/2359.AGB,,NRS302_333_a127_10_42917_[48]_00001a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00001a
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,11 Sep 1946,46/3653,,NRS302_333_a127_10_42917_[48]_00001b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00001b
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,31 Oct 1946,GAC.KD.46/3653.AGB,2,NRS302_333_a127_10_42917_[48]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00002
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,31 Oct 1946,GAC.KD.46/3653.AGB,3,NRS302_333_a127_10_42917_[48]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00003
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,31 Oct 1946,GAC.KD.46/3653.AGB,4,NRS302_333_a127_10_42917_[48]_00004,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00004
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,10 Oct 1946,GAC.KD.46/3653.AGB,5,NRS302_333_a127_10_42917_[48]_00005,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00005
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,13 Sep 1946,GAC.KD.46/3653.AGB,6,NRS302_333_a127_10_42917_[48]_00006,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00006
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,15 Oct 1946,GAC.KD.46/4121.AGB,7,NRS302_333_a127_10_42917_[48]_00007,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00007
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,10 Jan 1946,GAC.KD.46/3653.AGB,8,NRS302_333_a127_10_42917_[48]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00008
Barry,John Vincent,NRS302_333,10/42917B,[48],John Vincent Barry,1946,10 Jan 1946,GAC.KD.46/3653.AGB,9,NRS302_333_a127_10_42917_[48]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[48]_00009
Barton,Edmund,NRS302_333,10/42918,[2],Edmund Barton,1889,05 Feb 1901,,22,NRS302_333_a127_10_42918_[02]_00022,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\114,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00022
Barton,Edmund,NRS302_333,10/42918,[2],Edmund Barton,1889,05 Feb 1901,,23,NRS302_333_a127_10_42918_[02]_00023,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\114,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00023
Barton,Edmund,NRS302_333,10/42918,[1],Edmund Barton - Memorandum respecting power to appoint Queen's Counsel (handwritten),1889,,92/1385,19,NRS302_333_a127_10_42918_[01]_00019,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\114,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00019
Barton,Edmund,NRS302_333,10/42918,[1],Edmund Barton - Memorandum respecting power to appoint Queen's Counsel (typed),1889,,92/1385,20,NRS302_333_a127_10_42918_[01]_00020,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\114,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00020
Barton,Edmund,NRS302_333,10/42918,[1],Edmund Barton - Memorandum respecting power to appoint Queen's Counsel (typed),1889,,92/1385,22,NRS302_333_a127_10_42918_[01]_00022,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\114,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00022
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,27 Nov 1941,GAC.MH.41/5363.AGB,8,NRS302_333_a127_10_42917_[30]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00008
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,25 Nov 1941,GAC.MH.41/5363.AGB,9,NRS302_333_a127_10_42917_[30]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00009
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,18 Nov 1941,GAC.MH.41/5363.AGB,10,NRS302_333_a127_10_42917_[30]_00010,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00010
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,15 Nov 1941,41/5473,11,NRS302_333_a127_10_42917_[30]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00011
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,25 Nov 1941,GAC.MH.41/5363.AGB,12,NRS302_333_a127_10_42917_[30]_00012,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00012
Barwick,Garfield Edward John,NRS302_333,10/42917B,[47],Garfield Edward John Barwick,1941,21 Nov 1945,,13,NRS302_333_a127_10_42917_[47]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[47]_00013
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,11 Nov 1941,GAC.MA.41/5363.AGB,17,NRS302_333_a127_10_42917_[30]_00017,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00017
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,23 Oct 1941,GAC.MH.41/5363.AGB,,NRS302_333_a127_10_42917_[30]_00019a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00019a
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,22 Oct 1941,GAC.MH.41/5363.AGB,,NRS302_333_a127_10_42917_[30]_00019b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00019b
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,28 Oct 1941,GAC.MH.41/5363.AGB,,NRS302_333_a127_10_42917_[30]_00019c,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00019c
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,11 Nov 1941,GAC.MA.41/5363.AGB,21,NRS302_333_a127_10_42917_[30]_00021,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00021
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,11 Nov 1941,GAC.MH.41/5363.AGB,22,NRS302_333_a127_10_42917_[30]_00022,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00022
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,19 Dec 1941,41/6138,1,NRS302_333_a127_10_42917_[30]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00001
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,28 Nov 1941,41/5473,3,NRS302_333_a127_10_42917_[30]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00003
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,21 Nov 1941,,4,NRS302_333_a127_10_42917_[30]_00004,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00004
Barwick,Garfield Edward John,NRS302_333,10/42917B,[30],Garfield Edward John Barwick,1941,28 Nov 1941,GAC.MH.41/5363.AGB,6,NRS302_333_a127_10_42917_[30]_00006,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[30]_00006
Bavin,Thomas Rainsford,NRS302_333,10/42918,[19],Thomas Rainsford Bavin,1924,,24/1359,29,NRS302_333_a127_10_42918_[19]_00029,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\69,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00029
Bavin,Thomas Rainsford,NRS302_333,10/42918,[19],Thomas Rainsford Bavin,1924,,,30,NRS302_333_a127_10_42918_[19]_00030,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\69,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00030
Bavin,Thomas Rainsford,NRS302_333,10/42918,[19],Thomas Rainsford Bavin,1924,,,34,NRS302_333_a127_10_42918_[19]_00034,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00034
Bavin,Thomas Rainsford,NRS302_333,10/42918,[19],Thomas Rainsford Bavin,1924,,,35,NRS302_333_a127_10_42918_[19]_00035,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00035
Bavin,Thomas Rainsford,NRS302_333,10/42918,[19],Thomas Rainsford Bavin,1924,,,37,NRS302_333_a127_10_42918_[19]_00037,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00037
Beale,Howard,NRS302_333,10/42917B,[57],Howard Beale,1950,29 Sep 1950,,1,NRS302_333_a127_10_42917_[57]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[57]_00001
Beale,Howard,NRS302_333,10/42917B,[57],Howard Beale,1950,29 Sep 1950,,2,NRS302_333_a127_10_42917_[57]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[57]_00002
Berne,J.W.,NRS302_333,10/42917B,[36],J.W. Berne,,17 Nov 1942,46/4606.AGB,,NRS302_333_a127_10_42917_[36]_00003a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[36]_00003a
Bethune,Francis John,NRS302_333,10/42918,[19],Francis John Bethune,1922,,22/7486,39,NRS302_333_a127_10_42918_[19]_00039,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00039
Bethune,Francis John,NRS302_333,10/42918,[19],Francis John Bethune,1922,,22/7486,40,NRS302_333_a127_10_42918_[19]_00040,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00040
Bethune,Francis John,NRS302_333,10/42918,[18],Francis John Bethune,1922,,,5,NRS302_333_a127_10_42918_[18]_00005,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00005
Bethune,Francis John,NRS302_333,10/42918,[18],Francis John Bethune,1922,,22/8101,11,NRS302_333_a127_10_42918_[18]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00011
Bethune,Francis John,NRS302_333,10/42918,[18],Francis John Bethune,1922,,,19,NRS302_333_a127_10_42918_[18]_00019,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00019
Bethune,Francis John,NRS302_333,10/42918,[18],Francis John Bethune,1922,,,20,NRS302_333_a127_10_42918_[18]_00020,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00020
Bethune,Francis John,NRS302_333,10/42918,[18],Francis John Bethune,1922,,22/7006,21,NRS302_333_a127_10_42918_[18]_00021,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00021
Bethune,Francis John,NRS302_333,10/42918,[19],Francis John Bethune,1922,,22/7486,38,NRS302_333_a127_10_42918_[19]_00038,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00038
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,27 Aug 1912,12/2957,10,NRS302_333_a127_10_42918_[11]_00010,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00010
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,27 Aug 1912,12/2957,11,NRS302_333_a127_10_42918_[11]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00011
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,23 Jul 1912,12/2957,12,NRS302_333_a127_10_42918_[11]_00012,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00012
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,17 Jul 1912,12/2957,13,NRS302_333_a127_10_42918_[11]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00013
Blacket,Wilfred,NRS302_333,10/42918,[13],Wilfred Blacket,1912,20 Feb 1916,,19,NRS302_333_a127_10_42918_[13]_00019,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[13]_00019
Blacket,Wilfred,NRS302_333,10/42918,[13],Wilfred Blacket,1912,14 Feb 1916,,21,NRS302_333_a127_10_42918_[13]_00021,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[13]_00021
Blacket,Wilfred,NRS302_333,10/42918,[8],Wilfred Blacket,1912,01 Mar 1910,,21,NRS302_333_a127_10_42918_[08]_00021,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[08]_00021
Blacket,Wilfred,NRS302_333,10/42918,[13],Wilfred Blacket,1912,28 Feb 1916,16/754,14,NRS302_333_a127_10_42918_[13]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[13]_00014
Blacket,Wilfred,NRS302_333,10/42918,[12],Wilfred Blacket,1912,31 Mar 1913,,1,NRS302_333_a127_10_42918_[12]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[12]_00001
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,29 Aug 1912,,1,NRS302_333_a127_10_42918_[11]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00001
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,03 Sep 1912,12/2957,2,NRS302_333_a127_10_42918_[11]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00002
Blacket,Wilfred,NRS302_333,10/42918,[11],The Sun - Wilfred Blacket,1912,27 Aug 1912,,4,NRS302_333_a127_10_42918_[11]_00004,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00004
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,23 Aug 1912,12/2957,5,NRS302_333_a127_10_42918_[11]_00005,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00005
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,23 Aug 1912,12/2957,6,NRS302_333_a127_10_42918_[11]_00006,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00006
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,23 Aug 1912,12/2957,7,NRS302_333_a127_10_42918_[11]_00007,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00007
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,19 Aug 1912,,8,NRS302_333_a127_10_42918_[11]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00008
Blacket,Wilfred,NRS302_333,10/42918,[11],Wilfred Blacket,1912,27 Aug 1912,12/2957,9,NRS302_333_a127_10_42918_[11]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[11]_00009
Bonney,Reginald Schofield,NRS302_333,10/42917A,[14],Reginald Schofield Bonney,1927,11 Nov 1927,h.27/5970.AGB,5,NRS302_333_a127_10_42917_[14]_00005,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\7,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[14]_00005
Bonney,Reginald Schofield,NRS302_333,10/42917A,[14],Reginald Schofield Bonney,1927,11 Nov 1927,h.27/5970.AGB,6,NRS302_333_a127_10_42917_[14]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\7,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[14]_00006
Bonney,Reginald Schofield,NRS302_333,10/42917A,[14],Reginald Schofield Bonney,1927,11 Nov 1927,h.27/5970.AGB,7,NRS302_333_a127_10_42917_[14]_00007,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\7,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[14]_00007
Bonney,Reginald Schofield,NRS302_333,10/42917A,[14],Reginald Schofield Bonney,1927,09 Oct 1927,,8,NRS302_333_a127_10_42917_[14]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\7,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[14]_00008
